Page_ID,Page_name,Disclaimer,Amount_spent(INR),Number_of_ads_in_Library
1.2144E+14,Bharatiya Janata Party (BJP),Bharatiya Janata Party (BJP),193854342,43455
3.51616E+14,Indian National Congress,Indian National Congress,108787100,846
1.32715E+14,Ama Chinha Sankha Chinha,Ama Chinha Sankha Chinha,73361399,1799
1.92856E+14,Ama Chinha Sankha Chinha,Ama Chinha Sankha Chinha,32294327,680
1.0947E+14,Ellorum Nammudan,Populus Empowerment Network Private Limited,22399499,879
1.40062E+15,BJP Odisha,BJP Odisha,19573782,2152
1.09545E+14,Crafto,Kutumb App,16954562,272
5.7408E+14,Phir Ek Baar Modi Sarkar,phirekbaarmodisarkar.com,16358104,1928
2.18905E+14,All India Trinamool Congress,All India Trinamool Congress,15151000,336
7.75975E+14,MyGovIndia,MyGovIndia,14202725,67
1.09938E+14,discovery+,discovery+,13408908,279
1.98749E+15,Mahathugbandhan - महाठगबंधन,Mahathugbandhan - महाठगबंधन,12793073,832
1.92549E+14,MemeXpress,Memes Xpress,11099867,291
1.07026E+14,మన మోదీ,manamodi.com,10814825,2554
2.06213E+14,Political X-Ray,Political X Ray,9327292,426
1.06939E+14,Way2News தமிழ்,way2news,8834392,181
1.02161E+14,Modi Sang Bihar - मोदी संग बिहार,Modi Sang Bihar - मोदी संग बिहार,8648574,1525
1.06462E+14,Meta,Meta India with Facebook Ad Credits,8509170,73
1.13731E+14,Mudde ki Baat - मुद्दे की बात,Mudde Ki Baat,8448419,302
2.8783E+14,Meme Hub,Memes Xpress,7926104,256
1.92137E+14,Telugu Desam Party (TDP),Telugu Desam Party (TDP),7565986,322
2.47945E+14,Amaar Sonar Bangla - আমার সোনার বাংলা,Ulta Chashmaa,7496469,170
1.56331E+15,BJP Andhra Pradesh,BJP Andhra Pradesh,7406091,813
1.17221E+14,Kharge Fan Club,Kharge Fan Club,6982444,793
1.7967E+14,Tamilakam - தமிழகம்,Tamilakam - தமிழகம்,6944096,463
1.92856E+14,Ama Chinha Sankha Chinha,Ama Odisha Nabin Odisha,6757215,154
1.80161E+14,କେତେଦିନ ସହିବା? / Ketedina Sahibaa?,କେତେଦିନ ସହିବା? / Ketedina Sahibaa?,5916621,1525
1.37725E+14,Stalinin Kural,Populus Empowerment Network Private Limited,5593308,166
1.50107E+14,BJP West Bengal,Bharatiya Janata Party (BJP),5346709,2130
1.02252E+14,Hirak Rani Bye Bye,Hirak Rani Bye Bye,5104204,2307
1.00848E+14,Subarna Odisha,Subarna Odisha,4833876,387
2.43224E+14,ప్రశ్నిస్తున్న తెలంగాణ,PrashnisthunnaTelangana.com,4681057,1286
2.64499E+14,Sidha Chashma -  सीधा चश्मा,Sidha Chashma -  सीधा चश्मा,4353385,110
1.08778E+14,Trinamoole Nabo Jowar,Trinamoole Nabo Jowar,4285348,120
3.23383E+14,BJP Maharashtra,BJP Maharashtra,4282727,629
2.20804E+14,Panasonic India,Panasonic India,4097065,22
1.26437E+14,redBus,redBus,3948412,69
1.02731E+14,Punithare Modi - ପୁଣିଥରେ ମୋଦୀ,Punithare Modi - ପୁଣିଥରେ ମୋଦୀ,3730128,1657
1.11987E+14,Jagananna Suraksha,Jagane Kavali,3668251,106
1.47158E+15,BJP Uttar Pradesh,Bharatiya Janata Party (BJP),3612966,743
2.64499E+14,Sidha Chashma -  सीधा चश्मा,Sidha Chashma - सीधा चश्मा,3559224,111
4.77936E+14,Bangur Cement,Bangur Cement,3500358,26
2.13812E+14,Memu Siddham Maa Booth Siddham,Jaganna Tho Siddham,2947370,39
2.94494E+14,Rahul Gandhi,Indian National Congress,2937002,89
1.04211E+14,Jagane Kavali,Jagane Kavali,2545951,101
1.62207E+15,BJP Bihar,Bharatiya Janata Party (BJP),2522585,502
4.24429E+14,BJP Gujarat,BJP Gujarat,2473874,285
3.55739E+14,BJP Madhya Pradesh,Bharatiya Janata Party (BJP),2469600,237
5.20972E+14,BJP Punjab,Bharatiya Janata Party,2465205,628
2.90806E+14,Aam Aadmi Party,Aam Aadmi Party,2442512,39
3.09587E+14,YSR Congress  Party - YSRCP,YSR Congress  Party - YSRCP,2411679,547
4.46316E+14,New India Junction,New India Junction,2238931,96
2.8335E+14,Ek Akela Sab Par Bhari,Ek Akela Sab Par Bhari,2125420,1206
1.10928E+14,CM Ramesh,Aadhan Media Pvt Ltd,2010455,252
4.86981E+14,BJP Karnataka,Bharatiya Janata Party (BJP),1860595,250
1.04357E+14,Way2News Tamil Nadu,way2news,1848101,65
1.03384E+14,Desa Mai Des Haryana - देसा मैं देस हरियाणा,Desa Mai Des Haryana - देसा मैं देस हरियाणा,1832200,1045
9.59523E+14,Way2News తెలుగు / Telugu,Way2News తెలుగు / Telugu,1820403,19
2.33244E+15,The Honest Odia,The Honest Odia,1803351,68
2.31136E+14,BJP Tamilnadu,Bharatiya Janata Party (BJP),1772308,326
3.74054E+14,Aam Aadmi Party - Punjab,Aam Aadmi Party - Punjab,1738474,69
2.49709E+14,Malabar Central - മലബാർ സെൻട്രൽ,Malabar Central - മലബാർ സെൻട്രൽ,1707019,114
6.68992E+14,Dr.Chandra Sekhar Pemmasani,Aadhan Media Pvt Ltd,1696906,57
2.59279E+14,BJP Sikkim,Bharatiya Janata Party,1678769,359
1.35329E+14,BJP Haryana,BJP Haryana,1644056,501
1.1553E+14,Hokage Modi Sama,Hokage Modi Sama,1605114,982
6.68992E+14,Dr.Chandra Sekhar Pemmasani,Dr.Chandra Sekhar Pemmasani,1600460,146
1.32689E+14,smilefoundation,smilefoundation,1595452,282
1.09787E+14,Bridge2Health,Bridge2Health,1588020,45
2.0505E+14,Jagananna Kosam Siddham,Jagananna Tho Siddham,1583313,32
3.2712E+14,Jagananna ki Thoduga,Jagan Anna ki Thoduga,1573408,49
2.04792E+14,Memantha Siddham,Jaganannatho Siddham,1562555,39
30290552843,Greenpeace India,Greenpeace India Society,1553481,215
2.47945E+14,Amaar Sonar Bangla - আমার সোনার বাংলা,Amaar Sonar Bangla - আমার সোনার বাংলা,1551673,124
7.03726E+14,BJP Telangana,Bharatiya Janata Party (BJP),1549354,1201
1.42768E+15,Ranjeet Singh,Ranjeet Singh,1532605,630
1.74186E+14,Jharkhand Chaupal-झारखंड चौपाल,Jharkhand Chaupal-झारखंड चौपाल,1519024,1314
3.13597E+14,Nationalist Congress Party - Sharadchandra Pawar,Nationalist Congress Party - Sharadchandra Pawar,1498126,242
1.71815E+14,Nabin Odisha,Nabin Odisha,1496728,1131
2.29009E+14,Praja Theerpu,Jagananna Tho Siddham,1440786,23
1.24085E+14,Actress Chandini,Actress Chandini,1407614,28
2.44801E+14,Telangana Central - తెలంగాణ సెంట్రల్,Telangana Central - తెలంగాణ సెంట్రల్,1379873,48
3.10676E+14,Sansad hisar ranjit singh,chirag taneja,1322898,159
2.73833E+14,JanaSena Party,JanaSena Party,1290331,40
4.79999E+14,Aditya Birla Group,Aditya Birla Group,1231523,88
1.38657E+15,BJP Keralam,BJP Keralam,1226545,187
1.7967E+14,Tamilakam - தமிழகம்,Ulta Chashmaa,1224748,44
6.66817E+14,Singai G Ramachandran,Singai G Ramachandran,1194853,156
2.39559E+14,BJP Jharkhand,BJP Jharkhand,1180539,643
2.58439E+14,हाथ बदलेगा हालात - Hath Badlega Halaat,हाथ बदलेगा हालात,1177729,1240
2.37004E+14,Aamcha Maharashtra - आमचा महाराष्ट्र,Ulta Chashmaa,1125457,80
21169267101,Give,Give,1118530,54
1.25849E+14,Jogesh JOJO,Jogesh JOJO,1103922,12
7.54034E+14,Indian National Congress - Odisha,Indian National Congress - Odisha,1062206,1004
7.21479E+14,Dr. Ponguru Narayana,Dr. Ponguru Narayana,1054636,603
1.05606E+14,Ramvir Singh Bidhuri,Ramvir Singh Bidhuri,1033811,453
1.07848E+14,Paltu Paltan - पलटू पलटन,Paltu Paltan - पलटू पलटन,1029521,1260
1.54904E+15,Vijay Sai Reddy,Vijay Sai Reddy,1022689,1020
1.8918E+14,Maaveeran Modi,Maaveeran Modi,1022068,260
2.14986E+14,We Follow Kartik Pandian,MindBreakMedia,1014684,524
1.07738E+14,JDU National,The Narrative Builders,998846,17
1.10911E+14,TVS Raider,TVS Raider,995700,62
1.74283E+14,Bal Raksha Bharat,Bal Raksha Bharat,977905,48
1.32495E+14,GAIL (India) Limited,Interactive Bees Pvt. Ltd,975703,127
2.06757E+14,BJP Delhi,BJP Delhi,962973,368
1.06136E+14,India Wants Kejriwal,India Wants Kejriwal,903340,11
22390992794,Deepender Singh Hooda,Deepender Singh Hooda,900845,527
2.34496E+14,Pemmasani For Guntur,Aadhan Media Pvt Ltd,896314,29
1.06189E+14,Majji Srinivasarao,Majji Srinivasarao,893598,268
2.69999E+14,Nam Namo - ನಮ್ ನಮೋ,Nam Namo,891044,221
1.32689E+14,smilefoundation,Smile Foundation,877565,176
1.07334E+14,Charitism Global,Charitism Global,872218,56
1.08924E+14,Nirmamata,Nirmamata,862811,372
1.29094E+14,C.R.I. Group,C.R.I. Group,857072,391
2.47945E+14,Amaar Sonar Bangla - আমার সোনার বাংলা,Amaar Sonar Bangla - অমর সোনার বাংলা,851662,73
5.92529E+14,My First Vote For Modi,My First Vote For Modi,845425,821
1.7514E+14,Jagan: The Juggernaut,Team Jagananna,838776,52
1.0947E+14,Ellorum Nammudan,Ellorum Nammudan,832450,208
2.19371E+14,Rajeev Chandrasekhar,Kiran Nath,829166,462
1.03509E+14,Voice Of Mahabubnagar,Voice Of Mahabubnagar,823403,150
1.00378E+14,Bhashyam Praveen,Bhashyam Praveen,818136,190
1.89446E+14,Manasevakmodi,Manasevakmodi,814816,532
1.80006E+14,Kannada Sangamam - ಕನ್ನಡ ಸಂಗಮ,Kannada Sangamam - ಕನ್ನಡ ಸಂಗಮ,805551,40
1.04136E+14,Bharat Todo Gang - भारत तोड़ो गैंग,Bharat Todo Gang - भारत तोड़ो गैंग,773670,719
1.23948E+14,BJP Mumbai,Bharatiya Janata Party,770404,88
31867849201,News18,News18,769916,82
1.75768E+14,Janata Dal (United),Janata Dal (United),763709,1440
1.73696E+15,Ganta Followers,Ganta Followers,751859,426
6.40369E+14,Baijayant 'Jay' Panda,Baijayant 'Jay' Panda,740761,138
2.43524E+14,Pushkar Singh Dhami,Pushkar Singh Dhami,736182,1401
1.46177E+14,Indian National Congress - Punjab,Indian National Congress - Punjab,730843,193
1.54988E+15,Gurjeet Singh Aujla,BubbleWorld,715177,443
1.80006E+14,Kannada Sangamam - ಕನ್ನಡ ಸಂಗಮ,Ulta Chashmaa,715157,30
1.86368E+14,Sunowlo Sikkim,Sunowlo Sikkim,705536,221
1.10834E+14,Namburu sankar rao,Namburu sankar rao,703988,358
2.26539E+14,Challa Vamshi Chand Reddy,Challa Vamshi Chand Reddy,702689,253
1.00232E+14,ATM Sarkar - ಎಟಿಎಂ ಸರ್ಕಾರ,ATM Sarkar - ಎಟಿಎಂ ಸರ್ಕಾರ,702107,158
3.13715E+14,Sidha Chashama 2.0 - सीधा चश्मा 2.0,Ulta Chashmaa,700327,50
1.22098E+17,AP Tomorrow,AP Tomorrow,699913,79
2.60083E+14,Haath Badlega Halaat-हाथ बदलेगा हालात,Policy Briefcase,699632,557
3.2185E+14,Dr. Parthasarathi,Dr. Parthasarathi,699185,264
1.03782E+14,School of Politics,School of Politics,697129,142
3.47337E+14,Bode Ramachandra Yadav,Bode Ramachandra Yadav,688734,171
1.00199E+14,The Nation Vibes,The Nation Vibes,685251,832
1.34097E+14,Mansoor Khan Fan Club,Mansoor Khan Fan Club,677813,163
2.61419E+14,Punjab Congress Anandpur Sahib,Punjab Congress Anandpur Sahib,671758,233
1.07745E+14,Surya Prakash Singh,Surya Prakash Singh,667644,203
1.3248E+14,Jindal Stainless Solutions,Chariot Media,665232,16
1.51063E+15,Hawa Badlo,Interactive Bees Pvt Ltd,660274,195
7.15957E+14,Kollu Ravindra,Kollu Ravindra,659483,1223
2.31196E+15,Aadhan Telugu,Aadhan Media Pvt Ltd,652839,42
1.92305E+14,ଓଡ଼ିଆ ଅସ୍ମିତା Odia Asmita,ଓଡ଼ିଆ ଅସ୍ମିତା Odia Asmita,646747,1367
2.44801E+14,Telangana Central - తెలంగాణ సెంట్రల్,Ulta Chashmaa,646174,12
1.4019E+15,Ranjit Singh Dhillon,Ranjit Singh Dhillon,643025,1149
4.38039E+14,Dr. Anirban Ganguly,AMIT KUMAR,640060,328
2.30489E+14,Lalitesh Pati Tripathi,Lalitesh Pati Tripathi,638848,83
1.16747E+14,महा बिघाडी -  Maha Bighadi,महा बिघाडी -  Maha Bighadi,630347,441
1.02831E+14,Quarter Biryani,Quarter Biryani,627544,127
1.67505E+15,Modippada,Modippada,626807,172
1.10555E+14,Unfiltered Jammu Kashmir,jaagtajammu.com,625897,489
2.17974E+14,Stories of Andhra Pradesh,Jagananna Tho Siddham,622673,16
2.08739E+14,Taranjit Singh Sandhu,Taranjit S Sandhu,621742,468
1.78813E+14,Arjun Modhwadia,Arjun Modhwadia,619123,383
1.78957E+14,Gaddam Vamsi Krishna,Gaddam Vamsi Krishna,612510,159
1.23976E+14,Vinay Kumar GB,Vinay Kumar GB,608969,320
5.73456E+14,Dr Shrikant Eknath Shinde,Dr Shrikant Eknath Shinde,605542,116
1.1601E+14,Mission 125+,Mission 125+,605497,1155
2.55201E+14,Dr Gottipati Lakshmi,Aadhan Media Pvt Ltd,603219,55
8.41171E+14,India News,India News,597282,105
1.63382E+14,Shiromani Akali Dal,Shiromani Akali Dal,596491,264
4.64316E+14,Dr. Subhash Sharma,Dr. Subhash Sharma,585398,275
2.1788E+15,Karan Singh Uchiyarda Fan Club,Karan Singh Uchiyarda Fan Club,584517,146
1.46742E+15,Tgv bharath,Tgv bharath,580268,244
1.0947E+14,Ellorum Nammudan,DMK,574092,154
1.43353E+15,Himachali Rishta - हिमाचली रिश्ता डॉट कॉम,Himachali Rishta - हिमाचली रिश्ता डॉट कॉम,573281,39
1.19072E+14,మేలుకో ఆంధ్రుడా - Meluko Andhrudaa,Political Engineer,572987,491
2.66758E+14,Aapka Apna Vaibhav,Congress Phir Se,572381,332
1.6514E+14,Vishnu Deo Sai,Vishnu Deo Sai,569439,827
1.16624E+14,Khadeema Congress-ಖದೀಮ ಕಾಂಗ್ರೇಸ್,Khadeema Congress-ಖದೀಮ ಕಾಂಗ್ರೇಸ್,558980,96
2.38312E+14,Bengal Pulse,Blow Horn Media,558154,233
1.00419E+14,Lekha Jokha Maharashtracha - लेखा जोखा महाराष्ट्राचा,Lekha Jokha Maharashtracha - लेखा जोखा महाराष्ट्राचा,549133,480
3.89272E+11,Jaago Re,Jaago Re,548000,7
1.10113E+14,ఆంధ్ర భవిష్యత్తు,Ap Feedback,546501,280
2.25666E+14,"Odia Dignity, Odia Pride","Odia Dignity, Odia Pride",544900,120
2.04913E+15,AIADMK's IT Wing,AIADMK's IT Wing,541813,36
5.65237E+14,Ramesh Awasthi,Ramesh Awasthi,539192,884
2.77393E+14,Tamilisai For Southchennai,Sheer Media Pvt Ltd,539183,44
1.40112E+15,Bjp Chhattisgarh,Bharatiya Janata Party,538192,167
2.86725E+14,Karan Singh Uchiyarda,Karan Singh Uchiyarda,536126,363
1.63627E+15,Gajendra Singh Shekhawat Fan Club,Gajendra Singh Shekhawat Fan Club,525903,186
1.50069E+15,Sudhakar Singh,Sudhakar Singh,524443,496
1.05209E+14,Voice of Andhra,Voice of Andhra,522394,11
1.70702E+14,Indian National Congress -  Himachal Pradesh,Himachal Pradesh Congress,515101,123
4.79787E+14,Vemireddy Prabhakar Reddy,Vemireddy Prabhakar Reddy,511329,80
7.46568E+14,Dr. Basu Eye Hospital,Dr. Basu Eye Hospital,504451,97
2.62827E+14,Priyanka Gandhi Vadra,Priyanka Gandhi Vadra,501459,77
1.66788E+15,NBT Fark Hai,Collateral,498677,107
3.08029E+14,नवीन कुरुक्षेत्र,Optechs,496471,566
2.73829E+14,Saidi Reddy BJP,Digital Connect,495329,170
2.54919E+14,ModiRashtraa,Modirashtraa,494055,171
2.6508E+14,Parampal Kaur Sidhu - Retd. IAS,DigiComm Marketing Services LLP,493066,531
1.08986E+14,Elevate Now,Elevate Now,485774,33
2.64861E+14,Sagar Khandre for Bidar,Karnataka Times,484200,154
1.07879E+14,Sukhbir Singh Badal,Sukhbir Singh Badal,483669,198
2.59217E+14,पूर्वोदय - ପୁରଭୋଦୟ,पूर्वोदय - ପୁରଭୋଦୟ,480783,28
2.41515E+14,Nalanda Lok Sabha - नालंदा,The Narrative Builders,479651,298
30702412762,NewsX,NewsX,475345,289
1.08373E+14,Ravindra Chavan FC,Ravindra Chavan FC,472613,73
1.73605E+14,Punjab Modi Naal,Punjab Modi Naal - ਪੰਜਾਬ ਮੋਦੀ ਨਾਲ,470152,369
2.73715E+14,Sheohar Lok sabha- शिवहर,The Narrative Builders,468102,243
1.64484E+15,Kannababu Kurasala,Kannababu Kurasala,467585,444
2.30101E+14,Gopalganj Lok Sabha - गोपालगंज,The Narrative Builders,466939,267
1.91812E+14,Jahanabad Lok Sabha - जहानाबाद,The Narrative Builders,466273,345
3.03171E+14,"Chief Electoral Officer, Gujarat","Chief Electoral Officer, Gujarat",460807,31
3.48588E+14,Sadda Punjab,Digital Maniaz,457660,18
1.44997E+14,Ravneet Singh Bittu,Ravneet Singh Bittu,455872,267
1.12353E+14,Dr Botcha Jhansi Lakshmi,Dr Botcha Jhansi Lakshmi,455321,30
2.63003E+14,Sitamarhi Lok Sabha - सीतामढ़ी,The Narrative Builders,450384,244
6.2545E+14,Trivendra Singh Rawat,Trivendra Singh Rawat,448888,153
3.53204E+14,Galla Madhavi,Galla Madhavi,447066,60
2.51277E+14,Siwan Lok Sabha - सिवान,The Narrative Builders,445543,259
3.09587E+14,YSR Congress  Party - YSRCP,Jagane Kavali,445491,28
1.46272E+14,Narayan Seva Sansthan,Narayan Seva Sansthan,443155,18
8.97056E+14,InKhabar,InKhabar,441244,55
1.94345E+14,Pulse Keralam,Blow Horn Media,439910,149
8.45099E+14,IDream Telugu News,iDream Media,435921,208
1.61469E+15,SILAII,SILAII,431754,32
1.12249E+14,ChotaNews,ChotaNews,431202,815
1.01359E+14,Bobby Bhai For Sambalpur,Bobby Bhai For Sambalpur,431014,772
2.59971E+14,Valmiki Nagar Lok Sabha - वाल्मीकि नगर,The Narrative Builders,430178,227
2.54774E+14,BB Patil,Rastra,425210,292
2.07316E+14,Agiaon Vidhan Sabha - अगिआंव,The Narrative Builders,424582,209
1.10205E+14,Yuvagalam,Yuvagalam,420556,17
4.38831E+14,Basant Agrawal,Basant Agrawal,420432,139
2.69613E+14,"सामान्य प्रशासन विभाग - सामाजिक विकास समन्वय, महाराष्ट्र शासन",Olio Global AdTech,419258,24
6.15866E+14,Devineni Avinash,Devineni Avinash,415325,136
1.52111E+15,CMO Chhattisgarh,Span Communications,407184,5
1.39596E+14,Governance Matters India,Governance Matters India,407056,67
5.18741E+14,Praveen Singh Aron,Praveen Singh Aron,405771,116
1.17689E+14,राष्ट्रवादी स्वाभिमान,राष्ट्रवादी स्वाभिमान,405456,107
1.1131E+14,Lokatantra Odia,Lokatantra Odia,401232,200
2.24163E+14,BJP Arunachal Pradesh,BJP Arunachal Pradesh,400000,20
1.12059E+14,Fiigs India,Lebhaari,398467,58
1.67752E+15,Dr. Varaprasadarao Velagapalli,Aadhan Media Pvt Ltd,396568,32
2.82709E+14,10 साल अन्याय काल,10SaalAnyayKaal,393505,881
1.48404E+14,Mana Telangana,Brand Brood Pvt. Ltd,382992,53
2.00027E+14,NaMo Nayakan - Narendra Modi Fans,Blow Horn Media,378133,116
2.63084E+14,Dolly Sharma,Dolly Sharma,375712,179
2.70111E+14,Harsimrat Kaur Badal,Harsimrat Kaur Badal,374714,153
1.10824E+15,Mohan Lal Badoli,Mohan Lal,374126,1150
3.02729E+14,Designbox Consulting,DZINE BOX CONSULTING SOLUTION,373526,30
2.71475E+14,Nabin Chandbali,Mindbreakmedia,371224,421
4.29907E+14,Satya Kumar Y,Satya Kumar Y,368778,243
20386543316,WWF-India,WWF-India,367698,60
4.81882E+14,Sandeep Shelke - संदीप शेळके,Sandeep Shelke - संदीप शेळके,367613,256
2.03182E+14,Bhanu Pratap Singh,Bhanu Pratap Singh,363055,230
2.94261E+11,Dainik Bhaskar,Dainik Bhaskar,362238,3
2.38027E+14,Dr. Pasilian Nazerath,EXULTANT INTERIORS AND FABRICATORS,361318,231
2.21733E+14,Munger Lok Sabha - मुंगेर,The Narrative Builders,359820,201
1.48607E+15,Nara Chandrababu Naidu,Nara Chandrababu Naidu,358684,24
2.42306E+14,Shubhashray Housing India,Shubhashray Housing India,358340,37
2.38312E+14,Bengal Pulse,Bengal Pulse,358102,257
2.14246E+14,Kondru MuraliMohan,Kondru MuraliMohan,357912,41
1.21993E+14,Anil Joshi,Anil Joshi,357109,151
5.17849E+14,Dr Ashok Tanwar,Digital Pitch,355008,525
5.60473E+14,Gonuguntla Venkat Shiva Sita Rama Anzanneyllu,Gonuguntla Venkat Shiva Sita Rama Anzanneyllu,354291,119
2.19113E+14,Odia Pulse,Blow Horn Media,352658,82
4.082E+14,Jayaprakash Hegde,Jayaprakash Hegde,347458,98
7.10053E+14,Phir Ek Baar Modi Sarkar - Uttar Pradesh,up2022.com,344932,485
3.16366E+14,Rozana Spokesman,Rozana Spokesman,344197,190
2.19113E+14,Odia Pulse,Odia Pulse,343690,251
2.19666E+14,Andhra Central - ఆంధ్ర సెంట్రల్,Andhra Central - ఆంధ్ర సెంట్రల్,341338,56
2.48225E+14,Banka Lok Sabha - बांका,The Narrative Builders,340674,218
1.32875E+15,Prataprao Jadhao,Prataprao Jadhao,340291,276
2.66521E+14,Namburu YSRCP,Namburu Sankara Rao,339835,110
1.04517E+14,Kartikeya Sharma,Kartikeya Sharma,337910,291
4.28336E+14,Team Raja Warring Social Media,Team Raja Warring Social Media,337185,810
1.04736E+14,PACE INDIA,PACE INDIA,336623,43
2.19467E+14,ପରଖିଛୁ ଯାହାକୁ ବାଛିବୁ ବି ତାହାକୁ - Parakhichhu Jahaku Bachhibu bi Tahaku,ପରଖିଛୁ ଯାହାକୁ ବାଛିବୁ ବି ତାହାକୁ,336033,1152
2.18705E+14,BJP For Warangal,BJP For Warangal,335278,342
2.36505E+14,Jhanjharpur Lok Sabha - झंझारपुर,The Narrative Builders,333258,161
1.39329E+14,Amarinder Singh Raja Warring,Amarinder Singh Raja Warring,333163,134
1.21247E+15,Anshul Avijit,Anshul Avijit,331260,410
1.14234E+14,Indian Compass Videos,theindiancompass.com,330785,572
1.7828E+14,Vasant Masala,Vasant Masala,329811,28
1.46518E+15,Gudivada TDP,Gudivada TDP,327836,437
6.0539E+14,Shrirang Appa Barne,Shrirang Appa Barne,326769,322
2.38547E+14,Beats of Calicut,Maitri,325255,86
1.06835E+14,Rashmi Barve,Rashmi Barve,324878,144
1.91478E+14,Vamsi Gaddam for Peddapalli,Vamsi Gaddam for Peddapalli,324410,35
1.7063E+14,I Support Sudhir Mungantiwar,I Support Sudhir Mungantiwar,323131,195
1.169E+14,NCPSpeaks_Official,NCPSpeaks_Official,323011,130
1.91109E+14,Yarlagadda VenkatRao,Aadhan Media Pvt Ltd,320730,45
1.54972E+14,Vijay Inder Singla,Vijay Inder Singla,319408,250
1.263E+14,State Headlines,First Show Online Services,318796,5
2.20602E+14,Dr. Nirmal Kumar Saha,Car Driver4Me Solution Private Limited,317859,51
7.97928E+14,Flag Foundation of India,Flag Foundation of India,317603,92
4.61249E+14,Gudivada Amarnath,Gudivada Amarnath,317403,18
1.10461E+14,Raja Raja Budhiraja,Raja Raja Budhiraja,317217,203
2.79309E+14,BJP Uttarakhand,Bharatiya Janata Party (BJP),315114,160
1.37961E+15,Alok Misra,Alok Misra,313831,427
1.00174E+14,Abhaysinh Jagtap - अभयसिंह जगताप,Abhaysinh Jagtap - अभयसिंह जगताप,313080,32
1.06817E+14,Neelambari Herbal Ayurveda,These ads ran without a disclaimer,312538,6
1.5405E+14,Chandan Singh Chauhan,Chandan Singh Chauhan,312160,444
2.49709E+14,Malabar Central - മലബാർ സെൻട്രൽ,Ulta Chashmaa,311769,16
1.13621E+14,Sankha,Sankha,308020,766
6.05529E+14,Ranjith Reddy,Ranjith Reddy,307919,218
3.08663E+14,Nardev Singh Bobby Maan,Nardev Singh Bobby Mann,307708,156
5.89197E+14,Kumari Selja,Kumari Selja,307607,419
2.56824E+14,Supaul Lok Sabha - सुपौल,The Narrative Builders,307455,153
2.21256E+14,Ankuram IVF,Ankuram IVF,306783,35
5.28308E+14,Indian National Congress -  Madhya Pradesh,Indian National Congress -  Madhya Pradesh,306536,97
5.48704E+14,Arvind Khanna,Arvind Khanna,306135,592
6.27775E+14,Indian National Congress - Uttar Pradesh,Indian National Congress - Uttar Pradesh,305820,123
2.85467E+14,Eatala Rajendar For Malkajgiri MP,Rastra,305572,417
1.03079E+14,साकार यादव,साकार यादव,304802,226
3.12858E+11,ShivSena,ShivSena,304021,65
2.94552E+14,Shambhavi - शाम्भवी,Shambhavi Choudhary,303573,270
2.39593E+14,Madhepura Lok Sabha - मधेपुरा,The Narrative Builders,303302,149
2.63783E+14,CM Ramesh For Anakapalli,Aadhan Media Pvt Ltd,303253,23
1.10896E+14,ICONS - Tata Ambani Adani,ICONS - Tata Ambani Adani,302852,61
1.04548E+15,Hirabhai Jotva,Hirabhai Jotva Fan Club,301225,50
1.15343E+14,Shivsena - शिवसेना,Shivsena - शिवसेना,298809,165
2.59595E+14,Vemireddy Prashanthi Reddy,Hemanth Cherukuri,298000,60
2.33141E+14,Change4TVM,Concept Communication Ltd,296818,91
2.7384E+14,Nabin Sambalpur,Mindbreakmedia,296254,287
1.07514E+14,मधुबनी मांगे बदलाव,मधुबनी मांगे बदलाव,294721,54
5.21639E+14,Bhagirath Choudhary,Bhagirath Choudhary,294455,466
2.60734E+14,C R Paatil Fan Connect,Social Rajneeti,294194,364
1.00444E+14,Malvinder Singh Kang,Malvinder Singh Kang,293708,440
5.68928E+14,The Times Of A Better India,LEO DIGITAL COMMUNICATIONS PVT LTD,293170,124
1.00183E+14,Deepak Yadav,Deepak Yadav,293003,239
1.03819E+14,आ रही है कांग्रेस,आ रही है कांग्रेस,292153,114
9.83174E+14,Sri Krishna Devarayalu Lavu,Sri Krishna Devarayalu Lavu,292070,25
1.08939E+14,ସୁପର ମିଛୁଆ,ସୁପର ମିଛୁଆ,291220,649
1.09359E+14,हमारी प्रियंका दीदी,हमारी प्रियंका दीदी,291137,115
2.13959E+14,BC Janardhan Reddy,BC Janardhan Reddy,289922,101
2.23168E+14,Katihar Lok Sabha - कटिहार,The Narrative Builders,289655,176
1.27919E+14,Balwinder Sekhon,Balwinder Sekhon,288612,203
1.02728E+14,Ram Satpute FC,Outstretch Analytics and Media,288479,81
1.00595E+14,Socialtalk News,Socialtalk News,287379,163
2.63178E+14,Kishanganj Lok Sabha - किशनगंज,The Narrative Builders,286674,174
2.37647E+14,BBC News हिन्दी,These ads ran without a disclaimer,286361,13
5.28286E+14,Dr. Amar Singh,Dr. Amar Singh,285670,234
2.62894E+14,Pakkaa Local,Madhura Charitable Trust,285170,135
2.54774E+14,BB Patil,RASTRA,284914,62
1.94265E+14,Bolla Brahmanaidu,Bolla Brahmanaidu,282939,109
2.53833E+14,ਬਠਿੰਡਾ ਲੋਕ ਸਭਾ ਦੀ ਬਦਲੀ ਨੁਹਾਰ,Shiromani Akali Dal,282527,44
1.94493E+14,Purnia Lok Sabha - पूर्णिया,The Narrative Builders,281853,160
2.57095E+14,Anupama Singh,Anupama Singh,280675,284
3.12731E+14,Siyasat Di Baat - ਸਿਆਸਤ ਦੀ ਬਾਤ,Ulta Chashmaa,280644,33
