Page_ID,Page_name,Disclaimer,Amount_spent(INR),Number_of_ads_in_Library
1.01412E+14,Rehan graphic design,Rehan graphic design,521,3
1.66902E+14,YABBI,YABBI,520,2
1.39661E+14,Sarvesh Patidar,foresight digital,520,3
1.07342E+14,Ashish Sablepatil Mns,Ashish Sablepatil Mns,520,2
1.75676E+14,বং খবর 24/7,oiesu,520,2
3.99142E+14,Dr.Kalikiri Murali Mohan,Dr.Kalikiri Murali Mohan,520,3
1.02697E+14,Satpal Singh,Satpal Singh,519,3
2.87137E+14,Shailesh Nitin Trivedi,Shailesh Nitin Trivedi,519,3
3.03967E+14,Pawan Sharma Pahlwan,FS Findscope Consultancy LLP,519,1
1.01151E+14,The Established,These ads ran without a disclaimer,518,3
1.09134E+14,Jayesh Murkute,Jayesh Murkute,518,2
1.07015E+14,Ranjeet Patel,Ranjeet Patel,517,8
1.47645E+14,Sandeep Sharma,Sandeep Sharma,517,2
9.69762E+14,Digital Politics,Digital Politics,517,1
7.96655E+14,Ujala Cygnus Rainbow Hospital,These ads ran without a disclaimer,516,3
2.44498E+14,Harish Dusa,These ads ran without a disclaimer,516,1
1.59288E+14,Sustainability100+,These ads ran without a disclaimer,516,3
1.29373E+14,Mahadev Babar - महादेव बाबर,OutFlow Social,515,1
1.09365E+14,Genocus,Genocus,515,3
2.5813E+14,Mommley Solar India,These ads ran without a disclaimer,514,1
1.70574E+14,विधानसभा चित्तौड़गढ़ Chittorgarh VidhanSabha,विधानसभा चित्तौड़गढ़ Chittorgarh VidhanSabha,514,7
2.4328E+14,Adivasi Herbal Hair Oil,These ads ran without a disclaimer,514,4
1.70781E+14,अमरचंद जुंजाड़िया भिलावट,अमरचंद जुंजाड़िया भिलावट,513,1
1.11175E+14,Shreeji Energy,These ads ran without a disclaimer,513,1
2.16311E+11,Bill Gates,These ads ran without a disclaimer,513,3
1.06527E+14,BJP Rourkela,BJP Rourkela,513,1
1.10079E+14,"Dr. Saikat Patra, Mayor - Dibrugarh Municipal Corporation","Dr. Saikat Patra, Chairperson, Dibrugarh Municipal Board.",512,1
2.66465E+14,Ravindra Fauzdar                  Ballabhgarh,Ravindra Fauzdar                  Ballabhgarh,512,3
2.81705E+14,RCY Fans Punganur,These ads ran without a disclaimer,510,1
1.11274E+14,Pradeep M Kumar,Pradeep M Kumar,510,1
8.37235E+14,The Voice Of Bihar,The Voice Of Bihar,510,3
3.85067E+14,Ishant Gupta,Ishant Gupta,509,6
1.02375E+14,Electiontrend,Electiontrend,509,1
4.09233E+14,Bhairowjee Pandey,Bhairowjee Pandey,508,2
1.02952E+14,Laxmi Studio,Laxmi Studio,508,1
3.26247E+14,Gourav arya,These ads ran without a disclaimer,508,3
7.63115E+14,Nirbhay Shahabadi,Nirbhay Shahabadi,508,2
1.09312E+14,Giriraj M Pai Vernekar,Giriraj M Pai Vernekar,507,2
1.00896E+14,Anand mani tripathi BJP,Anand mani tripathi BJP,507,1
1.01882E+14,Rakesh Prashar,Rakesh Prashar,506,6
1.03827E+14,____rkr_____,These ads ran without a disclaimer,506,1
1.03927E+14,ਗੁਰਵਿੰਦਰ ਸਿੰਘ ਚਾਹਲ,ਗੁਰਵਿੰਦਰ ਸਿੰਘ ਚਾਹਲ,505,10
1.03077E+14,Nuvama Private,These ads ran without a disclaimer,505,1
1.70557E+14,Team Sarika Choudhary,Team Sarika Choudhary,505,1
1.05849E+14,Summer News Haryana,Summer News Haryana,505,1
1.37488E+15,Harsh Dwivedi,HDPI Softweblink Solutions LLP,505,6
1.02518E+14,ନୂତନ ଆଶା ଓ ସମ୍ଭାବନା ର ପ୍ରଦୀପ,ନୂତନ ଆଶା ଓ ସମ୍ଭାବନା ର ପ୍ରଦୀପ,505,1
1.05602E+14,englishpartner_telugu,These ads ran without a disclaimer,504,3
1.052E+14,We Support Rahul Gandhi,We Support Rahul Gandhi,502,2
2.25304E+14,Rajendra Kondhare,Rajendra Kondhare,502,10
1.0333E+14,Chaman Kapoor,Digital Arena,501,3
3.07617E+14,Stone Reflection Media & Venture,Stone Reflection Media & Venture,501,2
3.26271E+14,DR Rajesh Kumar,These ads ran without a disclaimer,501,1
1.02911E+14,Bentivogli,These ads ran without a disclaimer,501,2
2.61823E+14,AI Pixel Art-US 03,These ads ran without a disclaimer,501,3
1.12883E+14,karnadeshmukh,These ads ran without a disclaimer,501,1
1.57349E+14,Betty Gross,These ads ran without a disclaimer,501,1
1.10279E+14,Motilal Oswal,These ads ran without a disclaimer,501,3
5.43415E+14,voestalpine Böhler Welding,These ads ran without a disclaimer,501,1
1.0939E+14,Ganpat Singh Rathore,Ganpat Singh Rathore,500,1
1.88841E+15,The Educated Monkey,The Educated Monkey,500,1
1.05952E+14,Rithik Suman,SIGNIN2DIGITAL TECHNOLOGHY,500,1
1.05127E+14,Karuna Dhananjay Munde,Karuna Dhananjay Munde,500,1
2.23731E+14,Sangat Singh Gilzian,Sangat Singh Gilzian,500,1
1.04821E+14,खास बात,खास बात,500,1
4.58499E+14,Nellore Thugs,Nellore Thugs,500,2
1.66899E+14,Vishal Shiralkar,Ashwamedh Media,500,1
1.25848E+14,Pragati Rashtra,Bhaylu Media India,500,1
1.01274E+15,Thammesh Gowda HC,Thammesh Gowda HC,500,1
6.79181E+14,NewsZenn,NewsZenn,500,1
2.12986E+14,Sangamam Communications,Sangamam Communications Private Limited,500,2
1.09774E+14,Mamillapalli Jayaprakash,Mamillapalli Jayaprakash,500,2
1.01685E+14,Raghu Chandan For MP - 2024,Raghu Chandan For MP - 2024,500,1
1.09034E+14,Sabareesh Gopal,Sabareesh Gopal,500,1
1.03932E+14,आपणो कैलाश,आपणो कैलाश,500,1
1.12591E+14,Ashutosh Shukla,Ashutosh Shukla,500,2
2.04886E+14,Shubhendra Singh Gaur,Swanit Infotech,500,1
1.21665E+14,Let's Talk Media,Let's Talk Media,500,2
1.0427E+14,Abhinav Times,Abhinav Times,500,1
1.04051E+14,Dharmendra Bhardwaj,Dharmendra Bhardwaj MLC Fan's,500,1
2.17203E+14,Yash Datta Kaka Sane,Yash Datta Kaka Sane,500,1
4.29851E+14,Nagender Bhadana,Nagender Bhadana,500,1
1.0641E+14,MANOJ JENA,MANOJ JENA,500,1
8.72047E+14,Pocket News Group,Pocket News Group,500,1
7.71138E+14,Dhairyasheel Mane,Dhairyasheel Mane,500,1
5.94267E+14,Shyam Sunder Sabharwal,Shyam Sunder Sabharwal,500,1
1.0785E+14,Srirama Pawandheer Sanam,Srirama Pawandheer Sanam,500,1
1.17923E+14,Baljit Singh Redhu,Baljit Singh Redhu,500,1
1.0376E+14,श्री भादरिया राय शिक्षण संस्थान बालोतरा,श्री भादरिया राय शिक्षण संस्थान बालोतरा,500,1
1.00392E+14,Zaheerabad Parliament Political News,Zaheerabad Parliament Political News,500,1
6.15605E+14,CHAYA MORE,CHAYA MORE,500,1
1.84719E+14,Manoj Goyal,Hope Creative & Branding,500,3
1.11586E+14,Pinaki Barman,Pinaki Barman,500,1
1.31443E+14,KhariKhari,KhariKhari,500,6
1.03543E+14,Third Eye Digital Marketing,Third Eye Digital Marketing,500,1
1.23205E+14,Dr.Saurabh Rathore Hanumangarh,Dr.Saurabh Rathore Hanumangarh,500,1
1.70682E+14,Aanika Swaroop Reddy,These ads ran without a disclaimer,500,1
6.40621E+14,AC. Shanmugam,Hi5 Marketing,500,1
2.63416E+14,Rajakeeya Vishleshak,Rajakeeya Vishleshak,500,1
7.80595E+14,ZM Steels,ZM Steels,499,1
1.15319E+14,Pt Bhoop Singh Sharma,Click2Public Technologies OPC Pvt. Ltd.,499,1
1.98264E+14,अबकी बार 400 पार,All Axis Media,498,1
1.07504E+14,मंजीत यादव,LUCKNOWTECH,498,1
2.36932E+14,Lillian Cox,These ads ran without a disclaimer,497,2
3.04789E+14,Ludhiana Prime Tv,Leadmagnet private limited,497,2
2.15926E+14,JAN PRIME TV Jpt,JAN PRIME TV Jpt,497,3
10881062011,Bulletin of the Atomic Scientists,These ads ran without a disclaimer,497,6
9.47239E+14,Rupali Patil Thombare,Rupali Patil Thombare,497,1
1.09113E+14,हरियाणवी STAGE,These ads ran without a disclaimer,496,7
4.17377E+14,Hem Narayan Sah,Hem Narayan Sah,496,7
1.09034E+14,Gulam Mustafa,Gulam Mustafa,495,3
1.04515E+14,अपने देवनानी,अपने देवनानी,495,7
1.07158E+14,Alisha Real Estate,Alisha Real Estate,495,1
1.95523E+15,AtmaRam Patel,AtmaRam Patel,495,4
1.24156E+14,CPIM Porathissery,CPIM Porathissery,494,3
2.31533E+14,Sukhbir Singh Kundu,AWL Metavese Pvt Ltd,494,9
1.40954E+15,Rohit Deshmukh,Rohit Deshmukh,494,1
7.17318E+14,Kailas Patil,Kailas Patil,494,1
5.27571E+14,Roshan Mehta,Roshan Mehta,493,2
1.02561E+14,Everything भारतीय,Everything भारतीय,493,1
1.01628E+14,IARA- Indian Analysis and Research Agency,Bright Infocomp Services Pvt Ltd,493,1
1.20538E+14,Kathleen Dennis,These ads ran without a disclaimer,492,2
1.0161E+15,Kishore nara,Kishore nara,492,2
1.63972E+14,Dr Rajesh Sharma,Dr Rajesh Sharma,492,4
1.09256E+14,Neelambari Herbal hair oil,These ads ran without a disclaimer,492,1
8.46631E+14,Ram Kumar Dadhich,Ram Kumar Dadhich Pipalda-रामकुमार दाधीच पीपल्दा,492,4
2.7799E+14,Naveen Jaihind,These ads ran without a disclaimer,491,2
1.14828E+14,UKvani,UKvani,491,3
1.20953E+15,Pooja Ashok More - पुजा अशोक मोरे,Pooja Ashok More - पुजा अशोक मोरे,491,1
2.11953E+14,Dr. Ajay Meena,Dr. Ajay Meena,490,5
2.19589E+14,Sandeep Pandey,sandesh foundation,490,2
1.5022E+14,પૂનમ બેન માડમ સાંસદ સભ્ય ૧૨ લોકસભા.,પૂનમ બેન માડમ સાંસદ સભ્ય ૧૨ લોકસભા.,489,2
1.00036E+15,Dr. Sunil Patel डॉ• सुनील पटेल,Dr. Sunil Patel डॉ• सुनील पटेल,489,3
2.83164E+14,Mudra finance,These ads ran without a disclaimer,489,4
2.5052E+14,Mahphil,Mahphil,489,1
1.04963E+14,Shashank rajesh khare,Shashank rajesh khare,489,6
3.21056E+14,Satyam News,Makereasy,488,5
1.07114E+14,Sudhansu Sekhar Deo,ART Valley DigiTech,488,2
1.04685E+14,स्वाभिमानी शेतकरी संघटना अधिकृत,These ads ran without a disclaimer,487,1
1.02304E+14,Rohtak Ki Baat,Rohtak Ki Baat,486,6
2.79588E+14,Aba Bagul Fan Club,Nspiresoft LLP,486,5
2.61296E+14,I Support Dr Ajay,VISAGE ANALYTICS OPC PRIVATE LIMITED,486,3
1.12834E+14,Tanushree Roy,Tanushree Roy,485,6
2.21989E+15,CIPACA,These ads ran without a disclaimer,485,5
1.02873E+14,Sundarapu Vijay Kumar Jsp,Sundarapu Vijay Kumar JSP,485,2
1.11563E+15,Mahant Gaurav Sharma-World Champion Power Lifter,These ads ran without a disclaimer,485,1
1.18774E+14,kokum_jodhpur,These ads ran without a disclaimer,485,1
1.01858E+14,Salaf Academy,These ads ran without a disclaimer,484,1
1.80387E+15,Premnarayan Tiwari,Premnarayan Tiwari,484,5
2.94485E+14,Conscious Assamese,Conscious Assamese,484,2
7.27269E+14,Gujarat Police,Gujarat Police,484,2
2.28547E+14,Om Furniture Mall,Nspiresoft LLP,484,4
4.71883E+14,Muppidi Venkateswara Rao,Scroll Ahead Private Limited,483,2
1.12682E+14,Rohit Daharia,Rohit Daharia,483,2
1.02599E+14,Lokshahi Party,Lokshahi Party,482,1
1.51634E+15,Kulwant Rana MLA,Kulwant Rana MLA,481,1
3.00921E+14,Nitin Deshmukh,Nitin Deshmukh,481,1
1.91819E+15,Carbon Challenge with Monika Surana,These ads ran without a disclaimer,481,2
1.10512E+14,Viral Karyakarta - व्हायरल कार्यकर्ता,Viral Karyakarta - व्हायरल कार्यकर्ता,480,2
4.73704E+14,GK Update,GK Update,480,4
1.08717E+14,Renewable Energy Expo,These ads ran without a disclaimer,480,2
1.048E+14,amansonivlogs,These ads ran without a disclaimer,480,1
7.54109E+14,Khabarchhe,Khabarchhe,480,1
1.16143E+14,Free Press Foundation,Free Press Foundation,479,2
1.53988E+15,Ravindra Sahu Jhoomarwala,GOIM CONSULTANCY,479,2
1.57337E+14,Trade Now,These ads ran without a disclaimer,479,2
1.01111E+14,5 Pillars Construction Private Limited,5 Pillars Construction Private Limited,479,1
1.19457E+14,indiankartmart,These ads ran without a disclaimer,479,3
1.01955E+14,Bahadur Singh Nangthala Uklana,Bahadur Singh Nangthala Uklana,479,2
1.02566E+14,Sadguru Solar,These ads ran without a disclaimer,478,1
1.10402E+14,Thane District Update,Thane District Update,478,8
1.05367E+14,Gurpreet Singh Sabi,Gurpreet Singh Sabi,478,4
1.03858E+14,रविंद्र चव्हाण For BJP महाराष्ट्र,रविंद्र चव्हाण For BJP महाराष्ट्र,478,6
2.57792E+14,प्रकाश सदाशिव राऊत,प्रकाश सदाशिव राऊत,477,1
6.07152E+14,Sanju Devi,Sanju Devi,477,2
3.05037E+14,"Euro International School, Sikar",These ads ran without a disclaimer,477,2
1.12727E+14,Disney Star,These ads ran without a disclaimer,477,1
1.63697E+15,Udaipur Culture,Udaipur Culture,477,1
6.49806E+14,Gavin Mylliem,Gavin M. Mylliem,477,1
1.01638E+14,Priyamvada,These ads ran without a disclaimer,476,1
1.10512E+14,ToHand Help India,These ads ran without a disclaimer,476,1
1.09323E+14,Rahul Jain,Rahul Jain,476,3
1.06312E+14,मोदी संग उत्तराखंड,मोदी संग उत्तराखंड,476,1
5.53589E+14,Hassan Roomi MLA Fans Club,Hassan Roomi MLA Fans Club,476,1
3.1326E+14,IAS Vishal Singh,Sandeep Kumar Sharma,475,1
1.74315E+15,Parminder singh sandhu,Parminder singh sandhu,475,3
1.01496E+14,Hemant Kumar Mishra,Hemant Kumar Mishra,475,1
2.4564E+14,Indrajeet Kumar Roy,HARPUR CARE PRIVATE LIMITED,474,1
1.5787E+15,Kailash Institute,These ads ran without a disclaimer,474,6
1.52138E+14,Sharan Basavraj Patil,Sharan Basavraj Patil,474,1
3.30405E+14,Outlook Business,These ads ran without a disclaimer,474,7
2.21351E+14,Rajahmundry local,Digital Senani,473,4
8.48647E+14,Regalo Kitchens,These ads ran without a disclaimer,473,1
2.95672E+14,UTPAL STAND WITH MODI,These ads ran without a disclaimer,473,2
3.69795E+14,Dinesh Rathore,Dinesh Rathore,473,2
2.30115E+14,अरुण यादव,अरुण यादव,472,2
1.03737E+14,Shankar Jaiswal,Shankar Jaiswal,472,3
1.01137E+14,Jan Manas Sahayta Foundation,WMB,471,6
1.98773E+14,Central Point School,Arvind Kumar VIshwakarma,470,2
3.12244E+14,Sukhveer Maan,Sigma Heroes Enterprises,470,8
6.42337E+14,Dr Jayanta Kumar Roy,Dr Jayanta Kumar Roy,470,4
1.00197E+14,RELUX Electric,These ads ran without a disclaimer,469,1
1.24995E+14,Renew openness mindful equanimity,These ads ran without a disclaimer,469,4
1.06312E+14,Jaspreet Singh Dahiya,Jaspreet Singh Dahiya,468,2
1.31212E+14,రావాలి జగన్ కావాలి అనిల్,Rife Consultancy,468,9
1.43387E+14,Adv Akhilesh Chaubey,Adv Akhilesh Chaubey,468,2
2.04894E+14,Indian National Congress -  West Bengal,Indian National Congress -  West Bengal,467,3
1.08759E+14,Dalbir Singh,Dalbir Singh,467,3
2.08665E+14,Ramoji Gowda Super Fans,Anekal Ramoji Gowda Super Fans,467,2
2.72598E+14,Ad. Ashwani Kumar,Ad. Ashwani Kumar,467,3
1.0408E+14,Anurag Vaishya,Anurag Vaishya,466,1
1.04974E+14,MahaBhakt Modi,Jam Tech Media,466,2
1.00329E+14,"Fight Pollution, Not Plastics",These ads ran without a disclaimer,465,14
3.94076E+14,Zirakpur Times Tv,Zirakpur Times TV,465,3
1.05101E+14,Finance World,These ads ran without a disclaimer,465,1
1.15524E+14,"Vihangam Auto, Bajaj ASD, Barun-Aurangabad,Bihar",These ads ran without a disclaimer,465,1
2.74866E+14,Muslim Youth League - Telangana,Socialiency LLP,464,9
9.25007E+14,ExxonMobil,These ads ran without a disclaimer,464,1
1.05556E+14,Madhavdas Agrawal,Madhavdas Agrawal,464,1
1.15591E+14,Global Times,These ads ran without a disclaimer,464,1
1.11327E+14,Malkit Singh,Malkit Singh,462,6
1.47226E+14,Pinki Kundu,Pinki Kundu,462,4
1.99169E+15,Aakarshan Mishra,V MEDIA CREATIVE,462,5
1.94825E+14,Zayed Sustainability Prize,These ads ran without a disclaimer,462,1
1.07323E+14,Wonderla,These ads ran without a disclaimer,462,7
1.73101E+15,अजीत पाठक,अजीत पाठक,461,2
1.57505E+14,Yfn Samantha Nicole,These ads ran without a disclaimer,460,1
2.40622E+14,Dr. Vijayesh Kumar Fan Club Muzaffarpur,Digitals Wow,460,5
72492334694,afaqs!,These ads ran without a disclaimer,460,1
2.90786E+14,Girnar Tea,These ads ran without a disclaimer,459,2
2.68822E+14,P G RamPullaiah Yadav - Lucky 2,Hello Surendra Digital Ad agency,459,1
1.03007E+14,Sumit Ahuja,Sumit Ahuja,459,3
2.90515E+14,Aao kariye investing,These ads ran without a disclaimer,458,1
1.81794E+14,Dayakar Pasunoori,Digital Wala Company,458,1
1.0748E+14,Hindi Olympiad Foundation,Hindi Olympiad Foundation,458,1
3.26242E+14,Pradeep Tamta,Pradeep Tamta,458,1
1.03267E+14,Step Traders,These ads ran without a disclaimer,457,1
1.02788E+14,Kunti Deora Parihar,Design Hopes,457,2
1.18424E+14,Pavan Manikanta,Pavan Manikanta,457,2
1.44776E+14,Rekha phad - रेखा फड,Rekha phad - रेखा फड,457,4
1.60804E+14,Angela Hill,These ads ran without a disclaimer,457,2
1.95133E+15,Zaryab Khan,These ads ran without a disclaimer,457,1
1.09872E+14,Shree Digital,Shree Digital,456,1
1.06321E+14,विकाश कुमार,विकाश कुमार,455,3
2.10504E+15,Ravi Ronu,Ravi Ronu,454,1
2.65898E+14,Old coin company sahi process contact buyer call me9352099694,These ads ran without a disclaimer,454,1
2.94324E+14,Madan Mohan Tiwari,These ads ran without a disclaimer,454,3
3.02869E+14,DR Thapa Supporters,DR Thapa Supporters,454,4
5.98716E+14,Manish Chauhan,Manish Chauhan,453,1
7.40815E+14,Bijo Mani,These ads ran without a disclaimer,453,7
1.03884E+14,TEC E-Paper,Makereasy,453,8
4.46802E+14,Dr Shazad Ahmed Malik,Dr Shazad Ahmed Malik,453,3
5.94585E+14,Dashavtar Kalkin,These ads ran without a disclaimer,453,1
2.61008E+15,Amaresh Rai,Amaresh Rai,453,4
1.04528E+14,Varun Subhash Ghate,Gothic Digital,452,3
1.00239E+14,SP. Chidanand,S P Chidanand,452,1
2.1204E+14,Lokmat FILMY,Lokmat FILMY,452,1
2.98761E+14,aimspluskondotty,These ads ran without a disclaimer,452,2
2.47609E+14,Amit Murkute,Amit Murkute,452,7
1.87422E+15,Kerala Home Trendz,Kerala Home Trendz,451,3
8.6555E+14,राजेन्द्र प्रसाद कुशवाहा आर.पी कुशवाहा,MEOG IT SOLUTIONS,451,7
1.08576E+14,मिशन भारत,sukhvir singh,451,11
1.10849E+14,CSEWhy,These ads ran without a disclaimer,451,14
1.06607E+14,Doddanagouda H Patil,Doddanagouda H Patil,450,2
1.04288E+14,R. K Yadav,R. K Yadav,450,5
1.1037E+14,Sanjay Giri Goswami,Sanjay Giri Goswami,450,1
9.18013E+14,Abhimanyu Singh,Abhimanyu Singh  अभिमन्यु सिंह,450,2
6.79159E+14,ममता मीना,ममता मीना,450,1
1.9204E+15,कांठ विधानसभा गठबंधन,कांठ विधानसभा गठबंधन,450,2
1.00573E+14,chakradhargoudgadhagoni,These ads ran without a disclaimer,449,2
1.0026E+14,Hiraman Khoskar,Hiraman Khoskar,449,4
6.47354E+14,Dr. Nilam Yadav,Dr. Nilam Yadav,449,3
1.17857E+14,Unite energize generosity express,These ads ran without a disclaimer,449,3
1.05463E+14,Cyber Olympiad Foundation,Cyber Olympiad Foundation,449,1
3.18179E+14,Sanjay kumar Das Burma FC.,appzets,449,3
1.0302E+14,Sanjeev Mishra,Sanjeev Mishra,449,4
1.06913E+14,RAJ MEDIA,RAJ MEDIA,449,2
1.28553E+14,kamal_sharma_bjym,kamal_sharma_bjym,448,2
1.01203E+14,Jaya Kalyani Akula,Jaya Kalyani Akula,447,3
1.92333E+15,Piyush Singh Chauhan,These ads ran without a disclaimer,447,1
3.671E+14,Amargarh Congress,Amargarh Congress,446,1
1.0177E+14,Narender Singh Dudi,Narender Singh Dudi,446,1
1.85739E+14,Yelisetti Naresh Suryanarayanamurthy,Yelisetti Naresh Suryanarayanamurthy,446,3
1.07156E+14,Prachar Public Relations,Prachar Public Relations,445,1
1.05902E+14,RamLalithashish Foundation,RamLalithashish Foundation,445,3
1.07556E+14,Atul Vyas,Atul Vyas,445,2
1.11748E+14,Amul Bangla,These ads ran without a disclaimer,445,1
3.39948E+14,Mahesh Dangi,Mahesh Dangi,444,4
1.12264E+14,vekhandekamlesh1996,These ads ran without a disclaimer,444,1
1.05997E+14,Sunil Koli - सुनिल कोळी,Sunil Koli - सुनिल कोळी,444,3
1.10627E+14,Journalist Ahad Madni,Journalist Ahad Madni,443,3
2.7149E+14,Foundation for Agrarian Studies,These ads ran without a disclaimer,442,2
5.42011E+14,Dr Mangal Yadav,Websikar Technologies Pvt. Ltd.,442,6
1.13034E+14,Samrat Chakraborty,Samrat Chakraborty,442,1
1.82123E+15,Sonalika Tractors India,These ads ran without a disclaimer,440,1
1.09884E+14,The Morcha,The Morcha,440,5
1.03103E+14,Y Balanagireddy M.L.A,These ads ran without a disclaimer,439,3
1.08538E+14,நாம் தமிழர் கட்சி - ஈரோடு கிழக்கு தொகுதி,நாம் தமிழர் கட்சி - ஈரோடு கிழக்கு தொகுதி,438,3
1.02346E+14,Dr. Rajan Singh,Dr. Rajan Singh,438,1
1.04142E+14,Axon Developers,These ads ran without a disclaimer,437,1
1.23677E+14,official_drb,These ads ran without a disclaimer,437,1
1.11893E+14,Prabhloch Singh,Prabhloch Singh,437,1
2.36672E+14,Snitch,These ads ran without a disclaimer,437,1
1.1379E+14,Manoj Satapathy,Manoj Satapathy,436,6
1.64829E+15,Avtar Singh Junior,Avtar Singh Junior,435,7
1.01793E+14,Vikasgahlot,Vikasgahlot,435,3
2.32703E+14,AP-TDP-Future,These ads ran without a disclaimer,435,1
4.1496E+14,കരുനാഗപ്പള്ളി.com,These ads ran without a disclaimer,434,1
3.65804E+14,MS Subi,These ads ran without a disclaimer,434,1
2.59502E+14,BT Trust,These ads ran without a disclaimer,433,1
7.05048E+14,Manju Sharma,Digital Computer Classes,433,1
2.51947E+14,Pranshu Yadav,These ads ran without a disclaimer,433,2
1.06813E+14,Bollaboina Ashok Yadav,These ads ran without a disclaimer,432,1
1.66231E+15,Dr. Mahipalsinh Gadhavi,Mahipalsinh Gadhavi,432,1
2.46243E+14,oppressedbeing,These ads ran without a disclaimer,432,3
1.11015E+14,Bodoland People's Front - BPF,Bodoland People's Front - BPF,432,5
1.09824E+14,Haryana Update,Haryana Update,432,5
2.42266E+14,Awanish singh bundela,Awanish singh bundela,431,1
1.10715E+14,Amal Awasthi,Amal Awasthi,431,2
1.80374E+14,Anila Singh,Anila Singh,430,3
1.00735E+14,Team Tejashwi Yadav,Team Tejashwi Yadav,430,1
1.02108E+14,Journalist Ujjval Sharma,Journalist Ujjval Sharma,430,4
1.11274E+14,Janmat Political Consulting,janmat political consulting,430,2
1.11038E+14,Rajesh Jyani,Rajesh Jyani,430,1
1.0828E+14,Rajesh Padvi - राजेश  पाडवी,Rajesh Padvi - राजेश  पाडवी,430,3
6.68849E+14,Naredla Praveen Reddy,Naredla Praveen Reddy,430,3
1.26997E+14,Karur Kamalakkannan,Karur Kamalakkannan,429,2
1.08542E+14,Keshwari Herbals Ayurveda,These ads ran without a disclaimer,429,1
1.04482E+14,Amit Zende,Amit Zende,429,1
1.05282E+14,Ashwini Kishor Pokale Official,Ashwini Kishor Pokale Official,429,4
1.25765E+15,Jurisam,These ads ran without a disclaimer,429,3
1.98316E+14,Prof K M Baharul Islam,Doushel Media Pvt. Ltd.,429,3
2.49918E+14,मेरा अलीगढ़,मेरा अलीगढ़,428,5
1.06612E+14,Akshay Pandey,Indianchanakya,428,3
1.19152E+14,Vijay Mahadeorao Shivankar,Vijay Mahadeorao Shivankar,428,5
1.06031E+14,Khabri Laal,Khabri Laal,428,3
2.33744E+14,Purandar Mishra,Purandar Mishra,428,1
8.98889E+14,Iam_amitsobti,These ads ran without a disclaimer,428,4
2.10834E+14,रोविन सिंह गंधार,रोविन सिंह गंधार,428,1
1.03179E+14,Waghbakritea_transforminglives,These ads ran without a disclaimer,427,4
1.43318E+14,Zestee Vegan Lifestyle,Zestee Vegan Lifestyle,427,1
1.01207E+14,Pt. Prashant tiwari,Pt. Prashant tiwari,427,2
2.64668E+14,Mudra Ltd,These ads ran without a disclaimer,427,1
1.08392E+14,Sandeep Purohit,Sandeep Purohit,427,3
1.04951E+14,Rubik Media,Rubik Media,427,7
6.3377E+14,Karan Bhagat,Karan Bhagat,426,1
1.07912E+14,Arun Saha- অরুন সাহা,Arun Saha- অরুন সাহা,426,5
4.02052E+14,Siemens,These ads ran without a disclaimer,425,2
1.09144E+14,Puja Dikshit,Puja Dikshit,425,4
1.12399E+14,Ebrahim Kutty C H,These ads ran without a disclaimer,425,8
2.69175E+14,BJP கலாமணி,BJP கலாமணி,425,3
3.03933E+14,VS Joy,VS Joy,425,6
1.25058E+14,DR Talari Rangaiah,DR Talari Rangaiah,425,1
3.02076E+14,Yerrapareddy Harish Reddy,SS digi promotions,425,1
1.42864E+15,Shri. Suparno Satpathy,Shri. Suparno Satpathy,425,3
1.05267E+14,BJP Kanpur Uttar,BJP Kanpur Uttar,425,1
2.68346E+14,Status Cha katta,Bhaylu Media India,425,1
4.60221E+14,Rajiv Kumar Agrawal,Rajiv Kumar Agrawal,425,1
1.02664E+14,Atul Save Support,Atul Save Support,425,1
2.61777E+14,Team Deepanna,Team Deepanna,424,3
1.09181E+14,panditkaransharma_inc,These ads ran without a disclaimer,424,3
1.84844E+14,Samachar Book,Samachar Book,424,1
1.33658E+14,Rawat Brothers,Rawat Brothers,424,1
2.12747E+14,Pm Kusum Yojna,These ads ran without a disclaimer,424,1
1.14311E+14,WB New Job,WB New Job,424,1
3.05214E+14,Prof. - Dr. Dharm Singh Meena,Prof. - Dr. Dharm Singh Meena,424,3
3.21054E+14,online Loan service,These ads ran without a disclaimer,424,2
2.44671E+14,Samridhi Traders,Brainox Tech,424,5
1.10734E+14,RTI Drafting Service's,RTI Drafting Service's,424,2
2.11372E+14,Bhaskar Bhagare - भास्कर भगरे,Nice Art media,424,2
2.21203E+14,Kusum Tete,Kusum Tete,424,1
3.05594E+15,பாமக 24×7,பாமக 24×7,424,1
1.06681E+14,Internet Yug,Internet Yug,424,1
2.23333E+14,APCC Social Media Kadapa,Rea Digitals,424,4
1.06757E+14,The Chirag news,The Chirag news,423,2
2.24503E+14,Electronica Finance Ltd,These ads ran without a disclaimer,423,1
1.22101E+17,Abhinandan,These ads ran without a disclaimer,423,3
4.8323E+14,"समीर गणेशराव दुधगांवकर, शिंदे",Social Rajneeti,423,1
1.52316E+14,𝐒𝐚𝐠𝐠𝐮 𝐈𝐦𝐦𝐢𝐠𝐫𝐚𝐭𝐢𝐨𝐧 𝐒𝐞𝐫𝐯𝐢𝐜𝐞𝐬 𝐏𝐕𝐓 𝐋𝐓𝐃.,These ads ran without a disclaimer,423,2
3.21709E+14,Dj Rushay,Bhaylu Media India,423,1
1.07042E+14,IBKR Markets,These ads ran without a disclaimer,423,1
